CUS_CUST_ID_BUY,SPENT_ML,RECENCY_ML,FREQUENCY_ML
230596086,36.25,2019-03-20,1
89731532,1477.75,2019-05-30,19
57736170,796.6,2019-05-03,6
180061696,84.4,2019-05-19,5
219114606,44.97,2019-05-30,1
99904426,131.99,2019-05-13,3
112187608,28.72,2019-03-11,3
57541331,220.99,2019-04-12,8
145189015,281.4,2019-05-19,5
135615841,669.62,2019-05-13,1
115423978,343.99,2019-03-21,5
23505547,51.46,2019-05-27,4
26286961,19.03,2019-04-01,1
174388594,227.39,2018-12-18,1
21344652,202.69,2019-05-13,5
107550086,141.91,2018-12-22,1
207862914,1093.92,2019-05-14,4
201794769,30.6,2019-05-02,1
184351868,59.22,2019-06-01,2
139088562,621.94,2019-04-03,8
78383406,62.26,2019-05-23,2
167461991,98.64,2019-05-15,2
127003892,841.74,2019-05-29,7
154652182,1043.37,2019-05-30,17
19528527,118.55,2019-05-08,4
93959278,648.93,2019-05-28,15
246980333,279.43,2019-05-22,9
211011314,25.99,2019-02-26,1
76346930,339.21,2019-04-15,3
238107700,203.87,2019-02-15,1
95608533,347.68,2019-04-03,5
193257568,949.07,2019-05-11,17
212334304,50.39,2019-02-21,1
84688878,378.2,2019-05-23,4
186767376,22.76,2019-04-07,1
21626801,1555.12,2019-05-16,9
380408248,60.88,2019-05-24,4
24210494,571.96,2019-05-09,12
6476983,292.54,2019-05-13,6
149362550,40.53,2019-01-17,2
234604660,186.45,2019-01-12,1
235816702,1111.95,2019-05-30,10
67021410,91.55,2019-01-06,2
234598530,21.16,2019-04-23,1
81418120,643.28,2019-04-26,13
197307665,711.21,2019-04-15,1
17428914,21.92,2018-12-04,1
178014727,52.04,2018-12-14,1
383217353,199.69,2019-04-13,3
229496885,196.6,2019-04-16,10
16606063,73.87,2019-03-23,3
134640286,112.42,2019-05-14,2
215820384,105.03,2019-04-08,15
395330136,50.45,2019-05-10,5
180053649,189.57,2019-03-27,6
279764883,325.98,2019-03-24,5
266475138,276.24,2019-05-18,8
49677384,332.16,2019-05-14,10
238952112,135.61,2019-05-06,4
86799484,251.36,2019-03-10,3
120333260,127.36,2019-05-05,1
65932274,99.32,2018-12-19,1
186218969,1091.34,2019-05-04,1
355499833,389.8,2019-05-30,7
75950839,13.38,2019-01-06,1
65499940,34.19,2019-03-28,1
80358231,123.42,2019-05-19,3
28474991,420.28,2019-05-15,1
13999301,9.94,2018-12-18,1
165012416,76.92,2019-04-08,4
39182187,56.89,2019-04-08,1
20347967,387.25,2019-05-24,10
163230997,241.79,2019-05-06,3
383566780,65.13,2019-04-24,3
206881117,400.93,2019-04-13,7
208920333,40.94,2019-04-02,2
210160887,307.05,2019-05-14,6
226144169,140.17,2019-05-19,3
250467929,51.41,2019-03-25,1
261749242,10.14,2019-04-05,2
127225783,119.69,2019-05-09,1
136468583,447.47,2019-05-07,5
58343859,530.35,2019-05-30,13
44276756,105.15,2019-05-29,4
126400146,88.54,2019-05-23,2
36770296,505.47,2019-05-20,7
241925948,582.74,2019-05-12,6
45814948,115.65,2019-03-26,6
187960341,399.62,2019-03-03,9
72408428,3270.76,2019-05-30,35
2362035,22.24,2018-12-16,1
168873665,790.34,2019-05-27,8
209887544,3.59,2019-03-25,1
122558752,363.05,2019-05-20,4
311566762,2934.73,2019-05-28,20
133188332,23.55,2018-12-17,1
154760906,18.5,2019-04-02,1
180718562,144.07,2018-12-15,1
93303901,750.54,2019-05-29,11
58577756,466.31,2019-05-04,7
82094919,108.87,2019-03-27,5
33710380,165.82,2019-05-06,3
68106520,127.77,2019-02-06,3
411731260,34.92,2019-02-28,1
283381566,457.38,2019-05-29,16
31268785,47.14,2019-03-07,4
280463545,140.61,2019-05-15,6
206280162,2.84,2019-04-15,1
96106659,713.79,2019-04-15,3
163094406,206.08,2019-05-01,4
94441166,117.1,2019-03-26,2
40399961,787.68,2019-04-30,16
78381735,39.89,2019-03-28,1
154650535,97.06,2019-05-30,9
175415900,130.2,2019-05-21,8
90979106,30.99,2019-04-25,3
28644248,388.92,2019-05-16,7
17965026,559.2,2019-05-30,6
131248932,154.59,2019-05-28,8
165942034,137.59,2019-04-15,3
86255905,89.82,2019-03-30,3
247748599,76.16,2019-01-03,2
157922667,121.1,2019-03-26,4
24158435,38.09,2019-04-29,3
190923328,82.62,2019-05-28,5
128617741,36.15,2019-01-08,2
127303514,965.37,2019-05-27,8
97968491,83.38,2019-05-26,4
232105665,184.55,2019-06-01,3
74061696,605.27,2019-06-01,14
322000629,15.61,2019-05-17,1
8808298,21.08,2019-03-12,2
231380168,2162.94,2019-05-31,56
173558212,14.51,2019-02-23,1
220474914,125.31,2019-05-16,5
77638206,347.49,2019-05-15,11
438663594,44.36,2019-05-24,1
135380725,7.06,2019-03-22,1
335393874,744.34,2019-05-28,15
81065704,26.44,2019-04-15,3
349644072,642.03,2019-05-18,7
146765089,171.89,2018-12-12,1
80668894,16.66,2019-02-18,3
288036235,38.16,2019-04-18,1
8240608,479.18,2019-04-22,10
191250176,2087.52,2019-05-27,6
437097834,8.92,2019-05-27,1
222809261,1472.63,2019-04-12,6
258041675,17.29,2018-12-13,1
68663268,2643.4,2019-05-28,27
61118389,212.34,2019-03-26,4
74558774,2232.21,2019-05-29,18
263007269,51.11,2019-05-19,1
147193675,306.61,2019-05-07,5
120856358,289.03,2019-03-01,2
155226585,531.65,2019-05-14,8
21302025,180.21,2019-05-26,7
178447219,231.74,2019-04-21,3
178099679,68.44,2019-05-21,2
430719892,82.38,2019-05-17,1
406673862,37.2,2019-02-22,1
345414928,423.5,2019-05-13,7
189933321,118.78,2019-04-05,5
271837756,48.08,2018-12-06,1
203184051,386.93,2019-05-27,7
10200117,473.74,2019-05-09,14
272425360,240.67,2019-05-13,2
164437481,13.24,2019-02-20,1
148890035,154.18,2019-03-11,3
195727613,350.07,2019-05-31,6
156963388,97.04,2019-04-23,5
323781631,39.05,2019-05-25,1
157114052,109.54,2019-01-29,3
170577992,429.57,2019-02-26,5
139528534,28.47,2019-01-12,3
301342157,2189.52,2019-05-15,11
340702057,13.4,2019-02-04,1
296910742,106.24,2019-05-11,3
15153443,109.0,2019-05-14,3
181884590,10.3,2019-04-09,1
154429663,13.36,2019-03-27,3
78545311,44.79,2019-01-07,2
212673484,99.5,2019-03-02,2
127478118,345.41,2019-05-08,6
259155759,20.23,2019-05-06,1
27702993,426.02,2019-05-31,9
133208246,85.17,2019-03-25,2
167096315,28.89,2019-03-13,1
308794443,243.88,2019-01-14,1
314911145,21.35,2019-04-09,2
113707263,12.95,2018-12-03,1
11914806,174.69,2019-02-26,2
72593942,127.11,2019-03-31,2
64522693,111.6,2019-05-31,3
213077376,22.86,2019-02-26,3
130043608,1103.87,2019-05-27,7
135414888,195.73,2019-01-02,1
126967,6.0,2019-03-21,1
67871920,30.37,2019-01-02,2
94519595,52.3,2018-12-06,1
46705663,243.66,2019-03-08,2
16857024,304.71,2019-05-07,7
166303478,712.17,2019-05-31,9
206651396,3.35,2019-05-27,1
7694329,270.62,2019-04-07,9
3704410,557.23,2019-05-19,3
354605969,811.84,2019-06-01,8
60465795,29.69,2019-05-04,2
85399618,46.66,2018-12-07,1
351256515,56.28,2019-05-22,2
257385520,94.15,2019-05-23,3
182335520,71.97,2019-05-14,13
50221717,101.69,2019-04-14,2
286550869,22.67,2019-05-20,1
137504369,142.79,2019-04-27,6
78417299,59.98,2019-03-17,1
264538021,324.6,2019-06-01,8
211628229,706.36,2019-05-21,17
25363810,54.74,2019-05-25,2
274451268,110.84,2019-05-14,1
56387761,758.79,2019-05-16,11
51681865,0.39,2018-12-26,1
217038754,32.23,2019-02-06,1
130730245,17.04,2019-04-01,3
387742689,44.78,2019-03-18,3
59350476,84.31,2019-05-17,3
60408769,192.75,2019-05-17,2
147522386,3.9,2019-04-22,1
23013749,47.53,2019-02-10,1
216306568,4.97,2019-02-25,1
125501895,22.33,2019-03-21,4
144803302,111.71,2019-04-15,2
42741705,4.87,2019-03-22,1
86629430,190.64,2019-05-22,4
161356282,124.24,2019-06-01,4
282335129,279.59,2019-04-15,2
18754449,1275.1,2019-05-27,22
173495652,462.22,2019-05-15,4
74486606,364.32,2019-05-01,5
163124912,267.93,2019-05-23,9
314506555,13.11,2019-01-05,1
369764986,70.76,2019-05-06,2
67196014,66.3,2019-03-06,3
6874932,198.77,2019-04-17,5
67151930,255.85,2019-02-19,3
206911639,88.42,2018-12-18,1
316112905,425.55,2019-05-10,7
33357023,88.0,2019-05-03,4
400709583,469.74,2019-05-30,3
432872842,49.5,2019-05-04,1
10371612,140.38,2019-03-05,2
210223674,33.47,2019-03-24,1
205059819,38.28,2019-03-24,1
25271530,1734.8,2019-05-14,14
416040889,131.91,2019-04-01,1
142483100,8.9,2019-05-10,2
75006798,59.45,2019-05-30,1
21668305,399.16,2019-05-14,5
128628897,310.83,2019-05-21,11
65862464,993.54,2019-05-24,23
202134762,248.45,2019-05-16,11
122957519,1440.66,2019-04-17,11
67867311,424.76,2019-05-14,9
22446000,537.07,2019-05-15,6
144477521,144.87,2019-03-21,3
177394219,1413.31,2019-05-06,4
270285141,48.06,2019-04-28,2
116144789,27.0,2019-04-02,1
300756103,178.28,2019-03-26,2
34623169,573.91,2019-04-24,13
53204685,325.8,2019-04-17,4
293577098,20.03,2019-05-04,1
280949229,61.83,2019-03-26,4
210720105,46.95,2019-04-04,2
305029802,19.14,2019-05-19,2
158791896,56.21,2019-05-15,3
80838635,135.07,2019-04-08,3
213979851,1.85,2019-02-11,1
124577653,11138.08,2019-05-30,47
226675857,35.88,2019-05-09,1
226078602,20.12,2019-05-07,1
222717064,173.69,2019-03-09,4
160647670,108.02,2019-04-29,2
48117372,231.0,2019-05-22,5
37653964,54.46,2019-05-06,5
280760253,296.89,2019-05-31,5
214765954,138.63,2019-05-23,4
2768210,257.78,2019-04-29,3
57676238,57.77,2019-03-21,2
3578507,1109.35,2019-05-28,5
7244936,102.7,2019-03-27,3
225715300,99.33,2019-01-09,3
21812526,274.91,2019-05-18,4
142555546,753.18,2019-04-22,10
297808528,9.63,2019-05-07,1
256981604,135.12,2019-05-03,3
329636090,289.61,2019-05-02,3
321720651,47.25,2019-03-19,1
138123233,504.48,2019-05-28,7
20512078,43.62,2019-04-11,3
178563864,13.2,2018-12-12,1
155883475,121.02,2019-05-16,3
59232462,749.02,2019-05-27,24
361659595,315.07,2019-02-11,7
11390684,5.64,2018-12-11,1
208747360,23.35,2019-03-25,1
155135877,471.18,2019-02-13,1
69191055,276.84,2019-01-11,2
55058037,45.35,2019-05-17,3
124989731,76.63,2019-02-14,4
122000459,65.54,2019-02-01,3
429110727,420.0,2019-05-18,1
162855277,3.59,2019-03-13,1
214066883,7.78,2019-03-13,1
80243647,138.19,2019-04-18,1
277836198,1316.21,2019-05-16,15
17737457,867.28,2019-05-04,9
112468415,527.53,2019-05-16,8
194405711,100.29,2019-05-15,6
9441061,121.7,2019-04-04,5
21481441,2.27,2019-03-18,1
31769598,15.64,2018-12-20,1
145985068,846.74,2019-05-11,9
58032362,403.39,2019-05-28,10
35975537,2621.92,2019-05-30,21
9793675,284.18,2019-05-15,3
199000432,117.58,2019-03-04,3
352276902,22.29,2019-05-27,8
337079268,27.74,2019-03-08,1
270311974,487.11,2019-04-30,2
313709783,369.15,2019-05-28,6
150434103,95.58,2019-02-26,5
304011310,305.59,2019-01-05,1
147315394,1008.15,2019-05-15,2
48709673,142.64,2019-05-31,4
32747858,20.77,2018-12-27,2
277177549,85.16,2019-04-15,4
55671089,364.41,2019-05-30,14
128307396,184.64,2019-03-18,5
61687253,85.95,2019-04-30,3
115121485,14.88,2019-03-24,2
84884139,202.39,2019-05-03,2
276804981,640.52,2019-05-29,7
152057004,61.59,2019-05-02,3
92600946,1086.48,2019-05-09,7
182640783,22.63,2019-01-24,1
53625978,139.14,2019-04-04,8
61629473,229.49,2019-05-26,3
216382575,214.91,2019-05-15,8
192167491,14.54,2019-03-14,1
186735659,2162.27,2019-05-28,12
187444525,437.77,2019-05-13,4
265820857,77.37,2019-04-30,3
239802991,92.92,2019-05-28,3
32924018,235.97,2019-05-08,7
57871125,69.78,2019-04-04,4
183121826,145.4,2019-05-03,3
46079482,154.98,2019-05-23,3
83174754,365.22,2019-05-28,9
362642857,9.29,2019-05-21,1
91982881,117.7,2019-05-27,4
10657303,1010.32,2019-05-31,7
212638313,546.24,2019-05-31,10
37769457,178.81,2019-05-24,5
81322691,1070.68,2019-05-14,10
4162013,87.68,2019-05-02,2
421018687,17.53,2019-05-04,1
316014784,1294.84,2019-05-19,10
162638733,46.86,2019-04-23,2
307063666,484.04,2019-04-11,6
28562261,267.33,2019-05-06,5
13028334,144.78,2019-01-25,3
71578348,141.35,2019-05-31,10
161859362,235.9,2019-03-10,7
336932165,266.41,2019-05-15,7
43395919,20.86,2018-12-09,1
147531275,39.14,2019-04-05,1
256266271,47.85,2019-04-26,2
75067754,414.55,2019-03-11,7
239773982,213.48,2019-01-04,3
208132121,24.64,2019-04-22,4
339138465,451.95,2019-04-03,7
40597326,76.13,2019-01-07,1
206338212,1.17,2019-04-01,6
234302108,547.95,2019-05-30,8
376639236,47.58,2019-05-08,1
284845545,15.22,2019-05-08,1
269536602,12.38,2019-05-14,2
316892974,29.49,2019-04-12,2
81943707,435.58,2019-06-01,15
71154994,1557.3,2019-05-15,29
9702943,128.02,2019-03-17,4
47956124,340.28,2019-05-21,3
24585484,983.03,2019-03-11,5
84942341,111.72,2019-03-20,3
98650666,22.86,2019-04-09,1
32439315,2897.98,2019-05-24,22
1407873,68.41,2019-03-31,3
120534090,209.78,2019-03-28,5
36535854,329.36,2019-05-17,2
25045394,312.33,2019-04-10,9
207981444,539.38,2019-04-17,6
190604792,37.21,2019-05-23,2
255630784,1091.67,2019-04-26,17
58026598,879.99,2019-05-30,10
108798799,56.84,2019-05-27,2
260910880,22.38,2018-12-24,1
13627054,85.39,2019-02-19,2
116140033,702.79,2019-05-21,5
399884096,233.96,2019-05-16,6
144066836,424.72,2019-04-25,4
209978859,584.33,2019-05-24,5
33802751,155.09,2019-05-14,5
414313753,429.61,2019-05-23,8
40580334,331.16,2019-05-07,4
118954327,747.7,2019-05-13,8
220387008,142.86,2019-05-29,5
121028540,507.79,2019-05-20,8
202992621,71.22,2019-05-17,1
129434299,42.34,2019-05-28,6
41826077,16.88,2019-02-02,5
80182817,372.78,2019-05-30,5
80337921,192.35,2019-05-31,2
339764277,142.52,2019-01-07,4
6576791,112.1,2019-04-13,3
135432428,63.9,2019-04-17,3
140868607,115.44,2019-01-26,1
273233088,35.51,2019-03-26,2
99047698,666.6,2019-05-26,5
64109439,2165.83,2019-05-28,43
276212399,13.16,2018-12-22,1
61243947,180.2,2019-04-16,1
119877689,50.1,2019-04-21,1
95102371,45.16,2019-05-10,4
52989526,63.83,2019-04-30,2
178852116,2.08,2018-12-20,1
46087323,50.3,2019-03-21,2
241066557,546.09,2019-04-05,3
152463802,34.4,2019-01-13,1
50924247,517.0,2019-05-30,12
245340475,309.15,2019-05-21,7
23657192,326.29,2019-05-07,9
92264792,121.63,2019-05-25,2
11057808,1054.38,2019-05-13,6
51840025,22.16,2019-01-28,2
18382900,760.11,2019-05-25,11
83880431,587.71,2019-05-28,12
21470325,13.93,2019-05-20,2
31436163,468.61,2019-05-23,12
50390565,33.66,2018-12-05,2
148265089,192.31,2019-05-30,2
400478384,54.57,2019-05-12,2
75213488,280.33,2019-05-21,2
96467892,13.28,2019-05-21,2
440300287,336.68,2019-06-01,1
115317254,16.48,2019-03-24,1
83760912,90.67,2018-12-21,1
18428203,429.27,2019-05-23,9
890929,102.11,2019-05-14,3
95981478,213.23,2019-05-14,3
28787552,1083.83,2019-04-15,13
82438288,603.2,2019-05-24,3
132449436,90.44,2019-01-05,1
156080966,82.67,2019-05-03,3
179647212,4.38,2019-05-13,2
184667100,77.38,2019-04-16,4
79085134,218.84,2019-04-27,9
168447405,395.48,2019-03-20,5
299873275,370.29,2019-04-08,5
97374877,23.4,2019-05-28,4
38044481,272.16,2019-05-07,8
34098809,638.99,2019-03-21,7
333160485,308.25,2019-05-15,5
230884472,229.77,2019-05-22,4
118038819,17.83,2019-02-20,1
11242346,358.76,2019-05-24,8
9519327,219.22,2019-05-13,5
76886857,471.43,2019-03-25,4
89436110,35.42,2019-05-27,4
137877290,73.44,2019-02-23,2
385874786,53.1,2019-03-04,5
21311668,1264.06,2019-05-17,6
191880533,68.18,2019-02-27,1
67142736,733.55,2019-03-10,4
285176721,2.73,2019-05-20,1
314455972,117.32,2019-04-10,4
238787362,67.37,2019-04-10,4
143872417,180.64,2019-03-29,8
109844645,670.88,2019-04-28,7
385845499,14.38,2018-12-18,1
76784191,5.48,2018-12-04,1
66070635,204.39,2019-03-18,3
221449207,187.44,2019-04-13,3
66120988,482.41,2019-05-23,13
71565762,163.18,2019-03-23,6
75060044,137.18,2019-03-12,2
212481423,162.5,2019-02-01,3
179347879,92.48,2019-03-18,1
92270620,9.88,2019-05-14,3
237783074,12.2,2019-05-16,1
20020689,15.07,2018-12-04,1
182527616,60.87,2019-04-05,3
57562932,439.59,2019-03-04,1
31218285,157.42,2019-02-28,3
44559319,47.73,2019-03-04,1
191234149,102.64,2019-05-15,3
164175356,953.72,2019-05-31,14
12478529,125.6,2019-03-30,5
317891822,21.1,2019-01-12,1
85929418,826.87,2019-05-15,5
215203576,1193.85,2019-05-23,26
31469404,792.21,2019-05-16,8
51164750,89.94,2019-04-03,5
267753536,197.13,2019-03-11,6
208987280,7.89,2019-05-15,2
192039214,35.31,2019-04-30,4
158363417,185.32,2019-04-02,5
39713602,111.17,2019-05-05,8
212844086,35.38,2019-05-15,2
6870783,502.03,2019-05-27,8
254332488,184.86,2019-04-22,5
15265156,45.5,2019-01-13,1
218521444,94.37,2019-05-24,5
174599326,174.0,2019-05-20,6
175866429,173.53,2019-04-30,4
152097979,59.19,2019-04-14,2
22939020,5.24,2018-12-16,1
28723014,272.62,2019-04-15,6
397206813,36.3,2019-04-08,1
295906991,363.29,2019-05-30,10
94247736,161.64,2019-03-09,2
40594396,72.68,2018-12-18,2
205406244,9.44,2019-02-25,1
49451339,99.73,2019-05-07,3
208217108,84.23,2019-05-14,2
224920145,36.4,2018-12-03,1
33230909,96.31,2019-05-06,8
56990812,103.25,2019-05-16,3
224062826,70.85,2018-12-27,2
267295174,73.34,2019-05-24,4
404045534,46.7,2019-05-27,2
142135384,40.39,2019-05-10,2
175199896,61.94,2019-04-23,3
79110491,39.29,2019-05-21,3
71671954,164.55,2019-04-16,3
40946994,341.61,2019-05-13,9
2347190,81.12,2019-05-21,2
174760122,55.99,2019-05-12,3
296375317,63.24,2019-01-22,1
91227771,58.45,2019-05-21,4
192764107,27.89,2019-01-03,1
250986723,428.59,2019-05-31,4
229750490,4.74,2019-02-13,1
98831932,14.01,2019-05-19,4
56720461,355.29,2019-05-12,8
166152972,16.33,2019-04-05,1
59450129,1537.73,2019-05-29,18
342118527,239.1,2019-05-20,3
157288434,199.52,2019-05-14,6
45144862,609.65,2019-05-29,9
59993256,763.65,2019-05-31,8
401680609,14.63,2019-02-07,1
82475122,39.65,2019-05-17,2
44004715,1140.64,2019-05-30,17
134142251,170.42,2019-05-31,10
297998822,16.79,2018-12-14,1
72767311,6.08,2019-02-11,1
154838033,160.25,2019-03-22,3
180546276,198.31,2019-05-13,5
295540735,91.39,2019-04-12,4
238358442,24.17,2019-05-24,1
93860697,263.29,2019-04-11,3
96554079,476.58,2019-04-25,7
113598761,699.8,2019-05-04,9
70095054,137.15,2019-04-16,3
93446836,55.58,2019-05-26,3
84316882,38.37,2019-05-09,4
79142601,431.77,2019-04-27,4
64493850,596.21,2019-03-14,6
46810251,527.05,2019-05-29,5
16874147,11.08,2018-12-19,1
152948160,282.38,2019-05-27,21
152204449,186.61,2019-05-31,5
303681543,834.82,2019-05-24,8
79277719,1326.9,2019-05-30,10
302478903,227.92,2019-04-06,4
25117145,217.59,2019-04-07,4
77139711,73.57,2019-05-30,4
320360867,843.43,2019-05-13,4
241978357,114.25,2019-05-16,8
257220992,64.16,2019-05-26,1
97441757,291.86,2019-05-05,3
80833553,553.27,2019-05-09,13
6864292,99.24,2019-04-01,8
144832637,2142.21,2019-06-01,35
26760735,1610.82,2019-05-29,7
179600222,55.85,2019-02-28,1
348609973,749.94,2019-04-28,7
37965972,35.39,2019-04-17,1
99156320,1201.0,2019-05-24,15
24062493,264.08,2019-05-16,5
7652063,691.18,2019-05-08,15
135597480,641.62,2019-05-15,9
40757681,2.22,2019-04-30,3
131061341,235.32,2019-05-24,6
56923304,12.15,2019-01-27,1
76847938,765.26,2019-05-24,6
148210798,13.5,2019-05-06,1
27428752,1483.45,2019-05-30,8
81201635,577.83,2019-04-09,8
188688736,119.96,2019-03-11,3
114095350,252.64,2019-05-22,4
60651852,1932.44,2019-05-22,14
158204562,726.64,2019-05-15,5
165648788,503.37,2019-05-13,4
3302320,363.46,2019-05-29,9
110051327,87.28,2019-04-14,5
22961340,372.77,2019-05-27,3
82366513,1585.07,2019-05-24,15
314242965,57.04,2019-02-15,2
201274521,19.11,2019-04-17,1
12447988,331.92,2019-05-20,4
62706552,4.0,2019-05-08,2
216790191,38.89,2019-04-10,2
30062015,116.76,2019-05-10,3
128465171,279.27,2019-05-27,6
324300155,17.03,2019-03-29,1
232492672,300.55,2019-04-30,2
56781259,652.32,2019-05-08,14
78534182,2.67,2019-02-07,1
68964058,4.61,2019-04-15,1
311490036,43.53,2019-04-23,1
206917328,658.4,2019-05-27,6
47010768,532.11,2019-05-24,14
62331383,232.2,2019-05-19,2
4070888,195.84,2019-03-19,3
158973213,92.71,2019-05-05,2
246104159,3.78,2019-03-22,2
55081223,81.26,2019-05-17,4
84553824,143.23,2019-03-21,10
321993467,10.93,2019-02-07,1
223023177,662.59,2019-05-15,4
158473678,312.18,2019-05-24,8
249949913,432.95,2019-05-05,12
188420692,511.81,2019-03-13,3
327862397,133.46,2019-04-24,6
147185072,67.95,2019-05-27,4
90862504,0.24,2019-02-26,1
66431507,40.48,2019-04-04,4
294798917,155.94,2019-04-09,6
168099491,4.41,2019-01-04,1
194429520,58.93,2019-05-13,1
52639345,1037.84,2019-05-29,14
158876907,333.35,2019-03-04,4
69318843,32.4,2019-05-04,6
141147716,445.62,2019-02-22,3
179147410,118.24,2019-03-23,2
262276449,102.16,2019-04-25,1
141503955,377.6,2019-05-09,2
240291268,1833.25,2019-05-19,4
63400367,197.05,2019-05-19,6
199455538,44.62,2019-02-28,3
22344393,95.14,2019-05-24,5
177875377,172.32,2019-03-18,4
83533319,39.45,2019-05-02,2
29575275,154.53,2019-05-23,5
275094337,72.25,2019-05-28,2
264206102,57.48,2019-03-19,1
21582503,418.32,2019-05-23,9
183098958,498.41,2019-05-21,7
405754526,15.34,2019-02-26,1
294065127,37.66,2019-01-29,1
99129207,1989.81,2019-05-29,11
34613414,11.16,2019-05-08,1
308777860,166.86,2019-05-15,3
212088369,105.29,2019-05-11,4
89409058,420.92,2019-05-24,9
57442213,439.08,2018-12-18,1
256231509,69.35,2019-03-15,2
210457365,607.12,2019-05-15,7
79202966,1189.24,2019-05-27,14
432036819,215.05,2019-05-14,1
185757260,69.25,2019-05-14,2
196573573,128.16,2019-03-22,3
52527143,34.16,2019-05-14,2
264986521,686.49,2019-05-13,7
207584484,30.43,2019-04-14,1
315020430,53.18,2019-02-12,2
35910384,587.07,2019-03-29,6
316001877,258.84,2019-04-22,6
209384058,83.46,2019-04-04,3
135747390,670.9,2019-06-01,12
153539590,532.35,2019-05-16,5
59100381,109.48,2019-05-17,4
403556051,40.12,2019-04-16,1
426473676,38.07,2019-04-28,1
185239816,1.76,2019-05-25,1
255025530,16.8,2019-05-22,3
80101046,102.5,2019-05-04,3
150111172,16.76,2019-05-30,1
152173660,136.17,2019-05-17,1
319004187,149.64,2019-05-14,1
143650545,240.73,2019-05-10,5
200671034,25.24,2019-02-28,1
95946398,242.04,2019-04-03,4
1597878,98.1,2019-05-09,3
133028210,107.38,2019-03-21,2
80006649,413.82,2019-02-01,3
49775968,117.87,2019-03-18,4
40610912,603.08,2019-05-30,6
262035433,222.18,2019-04-17,5
122344387,26.58,2019-05-02,3
176834100,50.91,2019-06-01,3
958865,483.6,2019-05-21,8
390156732,59.61,2019-04-29,2
170074899,112.2,2019-05-30,5
96619478,240.65,2019-05-07,4
143576094,15.38,2018-12-20,1
75363855,107.0,2019-05-24,6
5515033,112.48,2019-04-15,7
200055191,108.74,2019-05-15,1
66235179,262.15,2019-05-27,8
194021506,91.02,2019-01-02,2
210881131,32.43,2019-03-27,1
184356640,90.06,2019-04-30,4
187286996,16.8,2019-05-21,1
34525382,1610.15,2019-05-06,7
325979860,23.09,2018-12-01,1
195276282,196.8,2019-05-20,11
119536199,2.03,2019-03-23,1
59297583,849.46,2019-05-02,5
117693522,63.29,2019-03-08,1
134921657,272.36,2019-02-06,4
253623127,91.93,2019-05-15,4
131923691,347.89,2019-05-22,8
229795812,4.54,2019-02-21,1
80436665,177.23,2019-05-25,5
132286782,54.95,2019-04-10,2
394913952,48.89,2019-01-14,1
110394124,8.83,2019-04-11,1
106783777,1380.13,2019-05-29,35
295267796,166.64,2019-04-25,4
8474377,562.28,2019-05-15,12
351375106,163.59,2019-05-31,11
63242910,276.58,2019-05-26,5
32356467,100.97,2019-03-15,2
27807033,40.96,2019-03-13,1
310393270,54.22,2019-04-09,2
94458650,19.61,2019-03-07,1
236455900,32.9,2019-03-11,2
255397657,38.82,2019-05-15,2
184242738,107.77,2019-03-25,2
76472670,220.35,2019-05-02,9
278049240,10.61,2018-12-07,1
97033978,2607.77,2019-05-29,18
378420722,393.97,2019-05-27,4
160212724,15.27,2019-05-08,2
58006417,91.83,2019-03-08,3
154639299,136.43,2019-04-24,6
298918693,464.55,2019-05-18,14
130662122,25.94,2018-12-23,1
321423542,60.62,2019-01-04,2
79316323,319.18,2019-03-10,8
348581384,638.84,2019-05-31,7
148661343,297.51,2019-05-15,3
119824526,23.49,2019-02-09,1
62490671,76.59,2019-02-26,3
80678248,74.1,2019-04-01,3
139143345,1916.95,2019-05-29,18
234498984,247.0,2019-05-15,6
320443202,28.6,2019-04-25,2
94376013,180.1,2019-05-15,13
164864987,272.74,2019-05-31,7
13942032,929.0,2019-05-19,5
269752844,11.96,2019-04-09,1
136571134,336.4,2019-04-23,9
18674240,898.29,2019-05-27,8
47488400,451.0,2019-05-22,9
206420758,7.77,2018-12-27,1
204748937,416.96,2019-02-28,3
293474689,139.47,2019-05-28,5
56967444,8.67,2018-12-21,1
201768741,146.09,2019-03-28,5
58799187,35.42,2018-12-23,1
169230920,4.93,2019-01-23,1
97760662,412.68,2019-05-31,13
154774436,946.12,2019-05-28,16
154928372,1390.24,2019-05-19,19
83410175,249.09,2019-02-26,3
176515358,376.11,2019-05-26,14
140894138,263.47,2019-05-16,11
127279010,268.51,2019-05-15,3
193188389,55.65,2019-05-08,3
372520,35.7,2018-12-12,1
345264275,166.67,2019-05-16,1
81990371,719.45,2019-05-17,2
313888691,682.46,2019-05-16,6
49242088,223.67,2019-03-12,2
208717747,515.78,2019-05-02,10
11438118,100.9,2019-04-13,2
135763604,38.26,2019-04-07,2
61843424,38.7,2019-05-20,3
118161153,1041.65,2019-05-25,23
129627547,7.66,2019-02-10,1
96372356,292.76,2019-05-28,3
79743433,229.41,2019-04-28,9
68583160,1399.92,2019-05-16,9
212882842,82.02,2019-02-27,2
95833664,482.9,2019-05-15,8
117040971,39.02,2019-02-10,1
134834577,191.33,2019-05-13,3
210051960,525.97,2019-05-27,22
19359230,356.13,2019-05-08,2
19366162,31.03,2019-05-25,2
94616703,110.85,2019-05-30,5
66637491,33.17,2019-04-15,2
62557372,942.08,2019-04-14,4
