CUS_CUST_ID_BUY,MAU_MP_3,MAU_ML_3,MAU_MP_2,MAU_ML_2,MAU_MP_1,MAU_ML_1,last_login_mp_date_1,last_login_ml_date_1
197153144,2.0,11.0,7.0,4.0,8.0,6.0,2019-05-31,2019-05-31
444852378,,,,,,,,
93002971,2.0,26.0,3.0,22.0,3.0,18.0,2019-05-21,2019-05-31
115016476,2.0,2.0,0.0,6.0,,,,
227923248,6.0,6.0,11.0,5.0,4.0,3.0,2019-05-27,2019-05-27
360267901,7.0,0.0,8.0,0.0,16.0,0.0,2019-05-31,2019-05-31
357201621,10.0,21.0,1.0,5.0,,,,
175993899,2.0,19.0,0.0,25.0,0.0,26.0,2019-05-29,2019-05-29
245474057,8.0,1.0,12.0,7.0,7.0,2.0,2019-05-20,2019-05-09
116160886,4.0,4.0,6.0,2.0,4.0,4.0,2019-05-23,2019-05-21
261177440,2.0,0.0,7.0,0.0,4.0,0.0,2019-05-15,2019-05-15
51602184,4.0,12.0,4.0,14.0,11.0,21.0,2019-05-30,2019-05-30
389792111,9.0,10.0,12.0,10.0,14.0,11.0,2019-05-31,2019-05-26
68804578,,,5.0,0.0,6.0,0.0,2019-05-27,2019-05-27
395168823,4.0,0.0,,,2.0,0.0,2019-05-21,2019-05-21
59350673,31.0,11.0,30.0,14.0,31.0,17.0,2019-05-31,2019-05-29
258611425,3.0,10.0,1.0,6.0,5.0,8.0,2019-05-29,2019-05-27
271074275,19.0,4.0,12.0,0.0,,,,
356953678,11.0,20.0,8.0,14.0,14.0,22.0,2019-05-27,2019-05-27
171720421,2.0,9.0,1.0,20.0,0.0,17.0,2019-05-28,2019-05-28
51546084,0.0,13.0,0.0,8.0,0.0,1.0,2019-05-26,2019-05-26
109692747,0.0,30.0,0.0,25.0,0.0,26.0,2019-05-31,2019-05-31
159521968,1.0,0.0,1.0,0.0,2.0,0.0,2019-05-24,2019-05-24
28970471,6.0,12.0,6.0,15.0,2.0,9.0,2019-05-24,2019-05-24
337251169,0.0,1.0,,,,,,
260759889,27.0,31.0,26.0,26.0,26.0,31.0,2019-05-31,2019-05-31
379492079,,,,,,,,
196333794,17.0,1.0,4.0,2.0,4.0,1.0,2019-05-30,2019-05-06
391245179,9.0,20.0,10.0,18.0,5.0,17.0,2019-05-27,2019-05-30
405227199,27.0,0.0,20.0,0.0,9.0,0.0,2019-05-30,2019-05-30
385462434,2.0,0.0,3.0,0.0,1.0,0.0,2019-05-08,2019-05-08
427649323,,,3.0,0.0,6.0,0.0,2019-05-21,2019-05-21
270445959,3.0,1.0,1.0,1.0,1.0,0.0,2019-05-28,2019-05-28
236361580,1.0,0.0,,,2.0,0.0,2019-05-23,2019-05-23
136738020,2.0,0.0,,,,,,
196129126,6.0,5.0,4.0,1.0,2.0,4.0,2019-05-14,2019-05-30
333056237,1.0,13.0,3.0,12.0,4.0,13.0,2019-05-31,2019-05-30
58701901,3.0,9.0,5.0,6.0,2.0,12.0,2019-05-15,2019-05-29
135350588,,,1.0,0.0,2.0,0.0,2019-05-24,2019-05-24
136522996,28.0,0.0,28.0,0.0,24.0,0.0,2019-05-31,2019-05-31
69386144,0.0,14.0,1.0,19.0,2.0,14.0,2019-05-25,2019-05-26
56482661,13.0,7.0,23.0,14.0,11.0,12.0,2019-05-29,2019-05-28
403614834,,,,,,,,
175772109,,,0.0,5.0,1.0,19.0,2019-05-31,2019-05-31
16361956,3.0,19.0,11.0,17.0,8.0,13.0,2019-05-31,2019-05-29
128095191,3.0,27.0,2.0,17.0,4.0,25.0,2019-05-21,2019-05-31
448044471,,,,,,,,
59463196,26.0,7.0,29.0,0.0,30.0,4.0,2019-05-31,2019-05-28
178353186,3.0,24.0,3.0,21.0,1.0,12.0,2019-05-25,2019-05-31
427847782,,,3.0,0.0,,,,
210740472,3.0,7.0,1.0,2.0,0.0,6.0,2019-05-20,2019-05-20
139597361,2.0,0.0,2.0,0.0,1.0,0.0,2019-05-31,2019-05-31
409865744,,,,,,,,
143327318,14.0,19.0,7.0,15.0,5.0,12.0,2019-05-24,2019-05-30
175832948,0.0,17.0,2.0,23.0,0.0,25.0,2019-05-31,2019-05-31
253865083,1.0,10.0,4.0,12.0,5.0,20.0,2019-05-31,2019-05-31
49728054,4.0,8.0,8.0,11.0,11.0,13.0,2019-05-28,2019-05-31
188174802,10.0,29.0,25.0,17.0,21.0,18.0,2019-05-31,2019-05-31
220534392,6.0,0.0,11.0,0.0,5.0,0.0,2019-05-27,2019-05-27
378411809,6.0,0.0,8.0,0.0,1.0,0.0,2019-05-22,2019-05-22
314481416,,,,,,,,
31786484,0.0,13.0,0.0,21.0,0.0,12.0,2019-05-29,2019-05-29
152302700,19.0,22.0,29.0,28.0,29.0,26.0,2019-05-30,2019-05-31
432026221,,,,,11.0,3.0,2019-05-31,2019-05-21
30069668,11.0,15.0,12.0,18.0,11.0,16.0,2019-05-31,2019-05-30
75426461,,,3.0,0.0,1.0,0.0,2019-05-09,2019-05-09
20489952,15.0,11.0,5.0,8.0,7.0,11.0,2019-05-30,2019-05-30
387628749,2.0,8.0,,,,,,
102614216,3.0,2.0,2.0,4.0,8.0,7.0,2019-05-31,2019-05-28
161866344,1.0,22.0,4.0,19.0,6.0,19.0,2019-05-19,2019-05-31
241152872,,,5.0,0.0,5.0,0.0,2019-05-31,2019-05-31
198561498,9.0,29.0,5.0,20.0,15.0,26.0,2019-05-31,2019-05-31
409273715,,,,,,,,
208868442,3.0,0.0,1.0,12.0,1.0,17.0,2019-05-08,2019-05-31
129434299,1.0,1.0,0.0,1.0,1.0,0.0,2019-05-21,2019-05-21
277345038,25.0,27.0,17.0,21.0,22.0,26.0,2019-05-30,2019-05-29
51344941,29.0,22.0,27.0,19.0,30.0,30.0,2019-05-31,2019-05-31
430634189,,,0.0,4.0,0.0,3.0,2019-05-03,2019-05-03
136010064,2.0,9.0,7.0,12.0,13.0,11.0,2019-05-28,2019-05-30
446788542,,,,,,,,
154682359,0.0,11.0,0.0,5.0,0.0,5.0,2019-05-28,2019-05-28
216318596,8.0,13.0,18.0,12.0,19.0,17.0,2019-05-30,2019-05-27
2091131,0.0,23.0,0.0,11.0,0.0,16.0,2019-05-29,2019-05-29
152062101,1.0,10.0,0.0,11.0,0.0,12.0,2019-05-31,2019-05-31
162571368,0.0,13.0,0.0,5.0,11.0,18.0,2019-05-31,2019-05-31
284777459,,,,,1.0,0.0,2019-05-26,2019-05-26
84888188,0.0,21.0,0.0,19.0,1.0,29.0,2019-05-25,2019-05-31
151457616,,,1.0,0.0,0.0,8.0,2019-05-29,2019-05-29
237569224,0.0,10.0,0.0,8.0,0.0,11.0,2019-05-29,2019-05-29
423917286,,,6.0,0.0,1.0,0.0,2019-05-11,2019-05-11
233524434,13.0,14.0,8.0,7.0,2.0,14.0,2019-05-13,2019-05-29
258249187,5.0,0.0,9.0,0.0,19.0,0.0,2019-05-31,2019-05-31
272041910,4.0,0.0,4.0,0.0,,,,
261942699,8.0,3.0,7.0,1.0,12.0,2.0,2019-05-31,2019-05-21
33602650,0.0,24.0,0.0,29.0,0.0,30.0,2019-05-31,2019-05-31
365479639,3.0,23.0,2.0,22.0,1.0,17.0,2019-05-27,2019-05-31
61130414,2.0,6.0,0.0,5.0,9.0,6.0,2019-05-26,2019-05-22
401090362,,,,,,,,
276260804,0.0,25.0,0.0,18.0,0.0,30.0,2019-05-31,2019-05-31
183786012,,,1.0,0.0,1.0,0.0,2019-05-29,2019-05-29
245181229,,,0.0,3.0,14.0,7.0,2019-05-31,2019-05-26
423746753,,,14.0,0.0,22.0,0.0,2019-05-30,2019-05-30
174792850,0.0,3.0,0.0,7.0,0.0,9.0,2019-05-23,2019-05-23
83216152,0.0,23.0,4.0,28.0,1.0,29.0,2019-05-31,2019-05-31
445756425,,,,,,,,
183050496,9.0,17.0,4.0,16.0,3.0,2.0,2019-05-21,2019-05-29
207549529,0.0,23.0,0.0,18.0,4.0,19.0,2019-05-24,2019-05-31
407405446,1.0,0.0,,,,,,
425759993,,,0.0,3.0,0.0,6.0,2019-05-31,2019-05-31
119963259,1.0,1.0,6.0,9.0,9.0,13.0,2019-05-30,2019-05-29
191035003,9.0,8.0,7.0,13.0,9.0,5.0,2019-05-31,2019-05-09
262446895,0.0,12.0,,,,,,
179820942,,,,,1.0,2.0,2019-05-14,2019-05-20
322420698,7.0,1.0,4.0,0.0,18.0,0.0,2019-05-31,2019-05-31
211768080,1.0,23.0,2.0,19.0,0.0,22.0,2019-05-30,2019-05-30
185118399,,,,,7.0,1.0,2019-05-30,2019-05-26
147719606,18.0,16.0,24.0,22.0,19.0,8.0,2019-05-29,2019-05-27
426690488,,,0.0,2.0,0.0,5.0,2019-05-26,2019-05-26
213526781,0.0,3.0,,,1.0,1.0,2019-05-31,2019-05-31
36799737,,,,,,,,
74694378,0.0,11.0,0.0,27.0,9.0,26.0,2019-05-31,2019-05-31
429035337,,,3.0,0.0,6.0,0.0,2019-05-24,2019-05-24
53822382,5.0,30.0,13.0,28.0,22.0,31.0,2019-05-31,2019-05-31
47036187,,,,,,,,
154737528,0.0,23.0,2.0,28.0,1.0,26.0,2019-05-22,2019-05-31
195426209,22.0,0.0,26.0,0.0,22.0,0.0,2019-05-31,2019-05-31
243358769,0.0,11.0,0.0,13.0,0.0,18.0,2019-05-31,2019-05-31
301140916,,,3.0,2.0,,,,
398082191,,,,,,,,
299392224,,,0.0,7.0,,,,
181953320,,,,,,,,
417524628,2.0,0.0,6.0,0.0,1.0,0.0,2019-05-30,2019-05-30
172814683,0.0,11.0,0.0,14.0,1.0,11.0,2019-05-20,2019-05-30
226710110,27.0,11.0,29.0,9.0,31.0,10.0,2019-05-31,2019-05-28
267964981,0.0,3.0,1.0,3.0,2.0,6.0,2019-05-30,2019-05-29
354336944,,,2.0,0.0,14.0,0.0,2019-05-31,2019-05-31
444471902,,,,,,,,
238400724,0.0,26.0,0.0,19.0,0.0,24.0,2019-05-31,2019-05-31
176492096,0.0,22.0,0.0,27.0,0.0,28.0,2019-05-29,2019-05-29
11955537,1.0,1.0,1.0,1.0,0.0,1.0,2019-05-31,2019-05-31
79814555,9.0,23.0,1.0,18.0,13.0,21.0,2019-05-31,2019-05-31
113352932,,,1.0,0.0,4.0,0.0,2019-05-28,2019-05-28
135930580,0.0,20.0,0.0,16.0,0.0,12.0,2019-05-28,2019-05-28
208180626,2.0,0.0,5.0,0.0,7.0,0.0,2019-05-30,2019-05-30
165122721,0.0,28.0,10.0,28.0,9.0,31.0,2019-05-15,2019-05-31
125668154,5.0,14.0,4.0,10.0,6.0,10.0,2019-05-29,2019-05-29
188944734,6.0,20.0,5.0,21.0,6.0,13.0,2019-05-31,2019-05-31
430707025,,,1.0,0.0,,,,
250178980,,,,,,,,
117646086,2.0,3.0,2.0,3.0,2.0,0.0,2019-05-28,2019-05-28
32890623,13.0,0.0,10.0,0.0,14.0,6.0,2019-05-31,2019-05-31
443371483,,,,,,,,
167358494,0.0,24.0,0.0,17.0,0.0,14.0,2019-05-26,2019-05-26
167320802,,,,,1.0,0.0,2019-05-17,2019-05-17
66298305,6.0,13.0,7.0,10.0,8.0,17.0,2019-05-28,2019-05-31
330778233,10.0,19.0,9.0,20.0,11.0,23.0,2019-05-31,2019-05-31
134540307,9.0,27.0,8.0,20.0,6.0,16.0,2019-05-30,2019-05-30
251503472,1.0,0.0,6.0,0.0,6.0,0.0,2019-05-11,2019-05-11
404424859,9.0,18.0,13.0,17.0,10.0,16.0,2019-05-30,2019-05-30
80833553,9.0,0.0,1.0,0.0,9.0,0.0,2019-05-23,2019-05-23
409055174,,,,,,,,
63847884,0.0,1.0,2.0,4.0,6.0,12.0,2019-05-30,2019-05-31
143280465,0.0,17.0,2.0,19.0,8.0,18.0,2019-05-24,2019-05-28
25045449,2.0,20.0,1.0,18.0,3.0,23.0,2019-05-28,2019-05-31
321611204,,,0.0,12.0,0.0,14.0,2019-05-30,2019-05-30
42412369,21.0,29.0,15.0,28.0,8.0,31.0,2019-05-30,2019-05-31
162347248,2.0,0.0,5.0,0.0,3.0,0.0,2019-05-23,2019-05-23
332929466,16.0,7.0,12.0,8.0,12.0,4.0,2019-05-31,2019-05-29
41981140,1.0,2.0,2.0,1.0,4.0,4.0,2019-05-28,2019-05-17
171223537,1.0,9.0,0.0,16.0,0.0,16.0,2019-05-31,2019-05-31
445648333,,,,,,,,
331513499,15.0,0.0,12.0,0.0,3.0,0.0,2019-05-28,2019-05-28
188254877,0.0,15.0,1.0,3.0,1.0,6.0,2019-05-03,2019-05-31
337309777,,,1.0,0.0,1.0,0.0,2019-05-02,2019-05-02
437187391,,,,,1.0,0.0,2019-05-19,2019-05-19
373237303,16.0,0.0,9.0,0.0,9.0,0.0,2019-05-28,2019-05-28
147568847,25.0,0.0,22.0,0.0,21.0,17.0,2019-05-31,2019-05-31
182312264,,,4.0,0.0,6.0,0.0,2019-05-18,2019-05-18
130588363,10.0,6.0,6.0,6.0,6.0,15.0,2019-05-27,2019-05-31
25760927,0.0,4.0,0.0,9.0,1.0,10.0,2019-05-09,2019-05-23
335786242,2.0,0.0,3.0,0.0,4.0,0.0,2019-05-21,2019-05-21
27811072,22.0,19.0,20.0,9.0,23.0,10.0,2019-05-31,2019-05-21
14587281,11.0,10.0,14.0,8.0,22.0,15.0,2019-05-31,2019-05-29
426501415,,,0.0,5.0,0.0,6.0,2019-05-31,2019-05-31
146267293,,,1.0,0.0,,,,
53162085,0.0,8.0,0.0,3.0,0.0,12.0,2019-05-31,2019-05-31
66856160,0.0,26.0,0.0,18.0,0.0,23.0,2019-05-31,2019-05-31
134609218,5.0,0.0,5.0,2.0,7.0,11.0,2019-05-23,2019-05-31
395768261,,,,,,,,
218768420,24.0,6.0,18.0,6.0,19.0,8.0,2019-05-30,2019-05-30
448228675,,,,,,,,
161660568,0.0,7.0,1.0,12.0,5.0,18.0,2019-05-29,2019-05-31
157186544,,,4.0,0.0,5.0,0.0,2019-05-30,2019-05-30
150062354,1.0,11.0,9.0,16.0,7.0,15.0,2019-05-26,2019-05-27
314566138,21.0,2.0,12.0,1.0,17.0,7.0,2019-05-31,2019-05-24
425893281,,,6.0,1.0,,,,
45320159,,,,,2.0,0.0,2019-05-20,2019-05-20
217439005,0.0,14.0,2.0,8.0,8.0,8.0,2019-05-29,2019-05-21
17322162,0.0,13.0,1.0,7.0,1.0,5.0,2019-05-19,2019-05-23
7445791,5.0,22.0,6.0,19.0,7.0,15.0,2019-05-29,2019-05-31
427699753,,,5.0,0.0,1.0,0.0,2019-05-02,2019-05-02
393717455,2.0,6.0,7.0,17.0,1.0,3.0,2019-05-26,2019-05-13
233904898,0.0,13.0,0.0,9.0,0.0,15.0,2019-05-31,2019-05-31
333941547,8.0,2.0,6.0,3.0,6.0,1.0,2019-05-28,2019-05-24
360232849,,,,,6.0,0.0,2019-05-30,2019-05-30
39672789,13.0,8.0,7.0,3.0,5.0,0.0,2019-05-25,2019-05-25
327434772,1.0,0.0,5.0,0.0,6.0,0.0,2019-05-28,2019-05-28
151173451,6.0,20.0,3.0,24.0,3.0,22.0,2019-05-15,2019-05-31
75980772,1.0,0.0,,,,,,
137140207,11.0,12.0,13.0,21.0,10.0,12.0,2019-05-31,2019-05-31
230241385,,,,,,,,
203670506,2.0,28.0,1.0,19.0,3.0,14.0,2019-05-27,2019-05-31
142573150,3.0,20.0,5.0,17.0,10.0,16.0,2019-05-23,2019-05-29
399884096,5.0,19.0,4.0,27.0,5.0,22.0,2019-05-24,2019-05-29
68169554,3.0,13.0,4.0,9.0,2.0,10.0,2019-05-31,2019-05-31
37668784,0.0,8.0,4.0,9.0,2.0,1.0,2019-05-24,2019-05-31
311441034,7.0,4.0,7.0,3.0,5.0,11.0,2019-05-26,2019-05-31
33680461,0.0,4.0,8.0,17.0,8.0,10.0,2019-05-20,2019-05-21
249797335,,,,,7.0,2.0,2019-05-31,2019-05-29
395423454,,,,,,,,
245333569,3.0,5.0,4.0,11.0,11.0,4.0,2019-05-31,2019-05-29
329816655,0.0,13.0,2.0,10.0,1.0,6.0,2019-05-28,2019-05-28
287809788,6.0,8.0,10.0,20.0,8.0,20.0,2019-05-26,2019-05-29
102619959,1.0,0.0,,,1.0,0.0,2019-05-28,2019-05-28
315239069,31.0,0.0,26.0,0.0,30.0,1.0,2019-05-31,2019-05-11
266206885,0.0,7.0,3.0,4.0,16.0,12.0,2019-05-31,2019-05-23
402695817,,,,,6.0,0.0,2019-05-17,2019-05-17
193399154,2.0,10.0,1.0,11.0,1.0,5.0,2019-05-31,2019-05-30
197683448,26.0,3.0,27.0,2.0,27.0,2.0,2019-05-31,2019-05-20
150572641,2.0,0.0,8.0,0.0,4.0,0.0,2019-05-29,2019-05-29
379801859,21.0,12.0,9.0,0.0,,,,
291556743,3.0,12.0,,,,,,
86899780,,,2.0,4.0,2.0,8.0,2019-05-21,2019-05-31
152095086,0.0,24.0,0.0,21.0,0.0,19.0,2019-05-31,2019-05-31
321423542,20.0,0.0,4.0,0.0,2.0,0.0,2019-05-14,2019-05-14
58848269,7.0,13.0,3.0,6.0,5.0,7.0,2019-05-28,2019-05-21
396847567,,,,,,,,
46668390,18.0,26.0,19.0,20.0,24.0,23.0,2019-05-31,2019-05-31
110914102,6.0,14.0,10.0,4.0,6.0,5.0,2019-05-27,2019-05-26
441518427,,,,,,,,
157104507,,,,,,,,
316625706,22.0,22.0,7.0,14.0,15.0,16.0,2019-05-31,2019-05-28
201422153,1.0,6.0,3.0,2.0,3.0,3.0,2019-05-14,2019-05-16
181131298,12.0,0.0,15.0,0.0,9.0,0.0,2019-05-31,2019-05-31
344544993,13.0,6.0,12.0,3.0,7.0,3.0,2019-05-23,2019-05-07
47687958,0.0,25.0,1.0,27.0,0.0,31.0,2019-05-31,2019-05-31
128690087,1.0,0.0,,,,,,
61598369,21.0,0.0,13.0,0.0,12.0,0.0,2019-05-31,2019-05-31
420593823,3.0,3.0,1.0,4.0,1.0,3.0,2019-05-21,2019-05-21
157818535,1.0,0.0,2.0,0.0,2.0,0.0,2019-05-23,2019-05-23
324458299,0.0,1.0,4.0,0.0,1.0,0.0,2019-05-11,2019-05-11
171258543,14.0,21.0,6.0,16.0,13.0,20.0,2019-05-30,2019-05-31
327366509,0.0,21.0,9.0,20.0,11.0,20.0,2019-05-30,2019-05-31
241824182,,,1.0,1.0,1.0,0.0,2019-05-24,2019-05-24
217732082,4.0,4.0,2.0,6.0,4.0,2.0,2019-05-26,2019-05-26
250807532,,,3.0,0.0,8.0,0.0,2019-05-31,2019-05-31
297762868,8.0,6.0,7.0,6.0,4.0,5.0,2019-05-24,2019-05-20
376897764,29.0,0.0,23.0,0.0,22.0,0.0,2019-05-31,2019-05-31
259793809,3.0,11.0,1.0,8.0,0.0,9.0,2019-05-31,2019-05-31
228575059,2.0,16.0,2.0,7.0,1.0,4.0,2019-05-23,2019-05-21
86127453,,,,,,,,
436540850,,,,,10.0,0.0,2019-05-30,2019-05-30
242536707,5.0,0.0,11.0,0.0,10.0,0.0,2019-05-23,2019-05-23
55274544,19.0,0.0,15.0,0.0,21.0,0.0,2019-05-31,2019-05-31
207601933,5.0,29.0,20.0,21.0,13.0,22.0,2019-05-28,2019-05-31
7678889,4.0,11.0,,,7.0,8.0,2019-05-30,2019-05-31
27378359,3.0,5.0,3.0,9.0,4.0,13.0,2019-05-25,2019-05-29
405444461,2.0,0.0,4.0,0.0,7.0,0.0,2019-05-30,2019-05-30
62706552,0.0,10.0,0.0,4.0,0.0,13.0,2019-05-22,2019-05-22
446379786,,,,,,,,
83952416,0.0,27.0,0.0,22.0,0.0,29.0,2019-05-31,2019-05-31
119004680,2.0,16.0,2.0,8.0,2.0,12.0,2019-05-22,2019-05-30
259526951,3.0,16.0,3.0,27.0,7.0,29.0,2019-05-16,2019-05-31
430248383,,,2.0,0.0,,,,
202045769,,,,,3.0,0.0,2019-05-25,2019-05-25
75961693,1.0,11.0,1.0,10.0,0.0,13.0,2019-05-30,2019-05-30
399508883,4.0,0.0,7.0,0.0,6.0,0.0,2019-05-27,2019-05-27
221103017,22.0,17.0,17.0,3.0,20.0,0.0,2019-05-31,2019-05-31
348495158,20.0,0.0,25.0,0.0,29.0,0.0,2019-05-31,2019-05-31
317843241,4.0,0.0,6.0,0.0,4.0,0.0,2019-05-20,2019-05-20
315085055,5.0,2.0,2.0,1.0,7.0,4.0,2019-05-31,2019-05-28
256410713,24.0,26.0,22.0,21.0,24.0,30.0,2019-05-31,2019-05-31
84895578,12.0,28.0,8.0,27.0,8.0,31.0,2019-05-25,2019-05-31
348755316,4.0,3.0,3.0,2.0,2.0,0.0,2019-05-17,2019-05-17
1197539,0.0,16.0,0.0,22.0,0.0,23.0,2019-05-31,2019-05-31
441935289,,,,,,,,
162623735,0.0,5.0,0.0,16.0,4.0,3.0,2019-05-25,2019-05-15
177869749,2.0,24.0,0.0,17.0,0.0,22.0,2019-05-30,2019-05-30
397054734,8.0,11.0,,,,,,
338372117,,,,,,,,
41364146,27.0,13.0,28.0,18.0,29.0,23.0,2019-05-31,2019-05-31
51374179,2.0,11.0,3.0,5.0,2.0,14.0,2019-05-24,2019-05-19
345219551,12.0,0.0,4.0,0.0,9.0,7.0,2019-05-28,2019-05-31
271918355,1.0,16.0,4.0,22.0,2.0,14.0,2019-05-17,2019-05-31
29844367,0.0,16.0,0.0,9.0,0.0,8.0,2019-05-29,2019-05-29
194539639,2.0,22.0,2.0,29.0,18.0,26.0,2019-05-31,2019-05-31
71311480,3.0,10.0,3.0,11.0,3.0,11.0,2019-05-30,2019-05-30
219822911,4.0,11.0,0.0,1.0,0.0,2.0,2019-05-18,2019-05-18
129840024,0.0,11.0,0.0,22.0,4.0,25.0,2019-05-30,2019-05-31
150770332,,,3.0,22.0,0.0,19.0,2019-05-31,2019-05-31
233207790,1.0,0.0,2.0,0.0,,,,
205847335,0.0,8.0,0.0,8.0,1.0,14.0,2019-05-16,2019-05-29
401897907,,,,,,,,
387414546,3.0,13.0,0.0,12.0,0.0,12.0,2019-05-28,2019-05-28
10525696,0.0,6.0,0.0,3.0,0.0,1.0,2019-05-13,2019-05-13
234013962,0.0,12.0,0.0,3.0,0.0,1.0,2019-05-29,2019-05-29
79861796,4.0,7.0,6.0,4.0,6.0,3.0,2019-05-20,2019-05-29
315376964,0.0,1.0,0.0,9.0,0.0,9.0,2019-05-26,2019-05-26
80026448,17.0,30.0,15.0,30.0,12.0,29.0,2019-05-31,2019-05-31
268494385,,,4.0,0.0,,,,
138493550,1.0,0.0,2.0,0.0,4.0,0.0,2019-05-09,2019-05-09
220349361,1.0,6.0,4.0,2.0,2.0,9.0,2019-05-03,2019-05-24
15742723,15.0,24.0,18.0,25.0,12.0,28.0,2019-05-27,2019-05-31
18402636,1.0,12.0,3.0,22.0,1.0,20.0,2019-05-02,2019-05-31
246440643,6.0,12.0,3.0,2.0,,,,
36570144,0.0,12.0,0.0,19.0,0.0,19.0,2019-05-31,2019-05-31
68800600,0.0,30.0,1.0,27.0,1.0,27.0,2019-05-05,2019-05-31
85462923,9.0,0.0,23.0,0.0,11.0,0.0,2019-05-31,2019-05-31
311499333,0.0,13.0,0.0,16.0,11.0,25.0,2019-05-31,2019-05-31
163923189,4.0,15.0,1.0,11.0,3.0,13.0,2019-05-21,2019-05-23
257182870,15.0,2.0,12.0,5.0,13.0,1.0,2019-05-27,2019-05-20
101740687,0.0,9.0,1.0,8.0,0.0,16.0,2019-05-29,2019-05-29
65508664,0.0,18.0,0.0,18.0,0.0,22.0,2019-05-30,2019-05-30
220238099,1.0,14.0,0.0,16.0,2.0,23.0,2019-05-22,2019-05-30
37787757,2.0,15.0,6.0,12.0,4.0,8.0,2019-05-28,2019-05-29
131683459,0.0,12.0,0.0,5.0,2.0,12.0,2019-05-15,2019-05-24
2048445,1.0,29.0,2.0,24.0,0.0,25.0,2019-05-30,2019-05-30
209213439,2.0,0.0,6.0,0.0,5.0,0.0,2019-05-16,2019-05-16
47449295,0.0,2.0,,,6.0,1.0,2019-05-31,2019-05-26
178326402,23.0,31.0,19.0,30.0,10.0,31.0,2019-05-30,2019-05-31
52166307,0.0,16.0,0.0,13.0,0.0,15.0,2019-05-24,2019-05-24
98508619,,,4.0,0.0,8.0,0.0,2019-05-26,2019-05-26
337106364,,,,,9.0,19.0,2019-05-30,2019-05-31
16636893,0.0,27.0,6.0,28.0,7.0,27.0,2019-05-26,2019-05-31
83053462,6.0,25.0,7.0,21.0,8.0,28.0,2019-05-31,2019-05-31
432316279,,,,,8.0,7.0,2019-05-26,2019-05-16
155306684,8.0,0.0,7.0,0.0,4.0,0.0,2019-05-31,2019-05-31
423756684,,,10.0,0.0,14.0,0.0,2019-05-31,2019-05-31
171868293,,,,,1.0,4.0,2019-05-27,2019-05-30
256202627,1.0,0.0,19.0,0.0,22.0,0.0,2019-05-30,2019-05-30
8519577,2.0,6.0,1.0,11.0,4.0,15.0,2019-05-31,2019-05-31
101180647,5.0,0.0,4.0,0.0,4.0,0.0,2019-05-25,2019-05-25
201477610,,,2.0,0.0,4.0,0.0,2019-05-30,2019-05-30
134492751,,,,,9.0,11.0,2019-05-31,2019-05-31
65013886,11.0,23.0,13.0,30.0,14.0,29.0,2019-05-28,2019-05-31
132242909,7.0,6.0,3.0,7.0,5.0,8.0,2019-05-23,2019-05-31
62211295,0.0,23.0,4.0,24.0,4.0,22.0,2019-05-18,2019-05-30
54460607,3.0,0.0,3.0,0.0,3.0,0.0,2019-05-20,2019-05-20
71261272,1.0,11.0,5.0,13.0,2.0,15.0,2019-05-25,2019-05-30
411598192,13.0,0.0,3.0,0.0,,,,
114936973,4.0,10.0,7.0,17.0,6.0,15.0,2019-05-27,2019-05-28
144842551,2.0,0.0,10.0,0.0,10.0,0.0,2019-05-26,2019-05-26
230537757,1.0,10.0,1.0,4.0,0.0,3.0,2019-05-30,2019-05-30
84352365,,,0.0,11.0,0.0,15.0,2019-05-31,2019-05-31
401099039,,,,,,,,
374135154,2.0,3.0,3.0,0.0,6.0,2.0,2019-05-31,2019-05-20
224576964,18.0,21.0,20.0,21.0,21.0,19.0,2019-05-31,2019-05-31
148400235,26.0,7.0,29.0,3.0,31.0,5.0,2019-05-31,2019-05-22
440553114,,,,,1.0,1.0,2019-05-31,2019-05-31
263339837,,,,,,,,
43315956,2.0,0.0,6.0,0.0,3.0,0.0,2019-05-30,2019-05-30
183350596,4.0,11.0,15.0,2.0,5.0,4.0,2019-05-31,2019-05-19
162076059,18.0,0.0,16.0,0.0,13.0,0.0,2019-05-27,2019-05-27
432851683,,,,,2.0,2.0,2019-05-25,2019-05-18
173234715,0.0,21.0,8.0,25.0,6.0,21.0,2019-05-19,2019-05-31
143338265,1.0,3.0,4.0,0.0,,,,
215854113,23.0,13.0,12.0,6.0,13.0,13.0,2019-05-30,2019-05-30
353223163,8.0,6.0,15.0,5.0,12.0,1.0,2019-05-31,2019-05-18
323443180,3.0,0.0,1.0,0.0,3.0,0.0,2019-05-21,2019-05-21
237343516,0.0,1.0,1.0,3.0,2.0,3.0,2019-05-19,2019-05-11
209681394,27.0,17.0,28.0,19.0,29.0,21.0,2019-05-31,2019-05-30
103086627,8.0,29.0,22.0,29.0,17.0,31.0,2019-05-31,2019-05-31
39797610,,,,,,,,
311312537,1.0,27.0,1.0,6.0,,,,
253431912,,,0.0,1.0,0.0,19.0,2019-05-30,2019-05-30
166490195,,,2.0,0.0,7.0,0.0,2019-05-31,2019-05-31
178043406,4.0,0.0,4.0,0.0,5.0,1.0,2019-05-14,2019-05-14
68964058,0.0,14.0,0.0,18.0,0.0,5.0,2019-05-16,2019-05-16
19521476,6.0,27.0,9.0,25.0,7.0,25.0,2019-05-29,2019-05-30
65523661,2.0,0.0,2.0,0.0,,,,
